fen,move_uci
r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,f3g5
r1bqk2r/ppp2ppp/2n2n2/3pp1N1/1bB1P3/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 6,e4d5
r1bqk2r/ppp2ppp/5n2/n2Pp1N1/1bB5/2N5/PPPP1PPP/R1BQK2R w KQkq - 1 7,c4b5
r1bqk2r/pp3ppp/2p2n2/nB1Pp1N1/1b6/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8,d5c6
r1bqk2r/p4ppp/2p2n2/nB2p1N1/1b6/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 9,b5d3
r1bqk2r/p4ppp/2p2n2/n5N1/1b2p3/2NB4/PPPP1PPP/R1BQK2R w KQkq - 0 10,d3e4
r1bqk2r/p4ppp/2p2n2/n5N1/4B3/2b5/PPPP1PPP/R1BQK2R w KQkq - 0 11,b2c3
r1b1k2r/p3qppp/2p2n2/n5N1/4B3/2P5/P1PP1PPP/R1BQK2R w KQkq - 1 12,d2d3
r1b2rk1/p3qppp/2p2n2/n5N1/4B3/2PP4/P1P2PPP/R1BQK2R w KQ - 1 13,e1g1
r4rk1/p3qppp/b1p2n2/n5N1/4B3/2PP4/P1P2PPP/R1BQ1RK1 w - - 3 14,f1e1
r4rk1/p3qppp/b1p5/n5N1/4n3/2PP4/P1P2PPP/R1BQR1K1 w - - 0 15,e1e4
r4rk1/p4ppp/b1p2q2/n5N1/4R3/2PP4/P1P2PPP/R1BQ2K1 w - - 1 16,d1h5
r4rk1/p4pp1/b1p2q1p/n5NQ/4R3/2PP4/P1P2PPP/R1B3K1 w - - 0 17,e4f4
r4rk1/p4pp1/b1p4p/n5NQ/5R2/2qP4/P1P2PPP/R1B3K1 w - - 0 18,f4f7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp2pppp/2p5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,f1d3
rn1qkbnr/pp2pppp/2p5/3p4/4P1b1/3B1N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,d3e2
rn1qkbnr/pp2pppp/2p5/3p4/4P3/5b2/PPPPBPPP/RNBQK2R w KQkq - 0 5,e2f3
rn1qkbnr/pp3ppp/2p5/3pp3/4P3/5B2/PPPP1PPP/RNBQK2R w KQkq - 0 6,d2d3
rn1qkbnr/pp3pp1/2p4p/3pp3/4P3/3P1B2/PPP2PPP/RNBQK2R w KQkq - 0 7,e1g1
rn1qkbnr/pp4p1/2p2p1p/3pp3/4P3/3P1B2/PPP2PPP/RNBQ1RK1 w kq - 0 8,b1c3
rn1qk1nr/pp4p1/2p2p1p/3pp3/1b2P3/2NP1B2/PPP2PPP/R1BQ1RK1 w kq - 2 9,c1d2
rn1qk1nr/pp4p1/2p2p1p/3pp3/4P3/2bP1B2/PPPB1PPP/R2Q1RK1 w kq - 0 10,d2c3
r2qk1nr/pp1n2p1/2p2p1p/3pp3/4P3/2BP1B2/PPP2PPP/R2Q1RK1 w kq - 1 11,d3d4
r3k1nr/ppqn2p1/2p2p1p/3pp3/3PP3/2B2B2/PPP2PPP/R2Q1RK1 w kq - 1 12,f1e1
2kr2nr/ppqn2p1/2p2p1p/3pp3/3PP3/2B2B2/PPP2PPP/R2QR1K1 w - - 3 13,d4e5
2kr2nr/ppq3p1/2p2p1p/3pn3/4P3/2B2B2/PPP2PPP/R2QR1K1 w - - 0 14,f3g4
1k1r2nr/ppq3p1/2p2p1p/3pn3/4P1B1/2B5/PPP2PPP/R2QR1K1 w - - 2 15,g4h3
1k1r2nr/ppq5/2p2p1p/3pn1p1/4P3/2B4B/PPP2PPP/R2QR1K1 w - - 0 16,e4d5
1k4nr/ppq5/2p2p1p/3rn1p1/8/2B4B/PPP2PPP/R2QR1K1 w - - 0 17,d1h5
1k5r/ppq1n3/2p2p1p/3rn1pQ/8/2B4B/PPP2PPP/R3R1K1 w - - 2 18,c3e5
1k5r/ppq1n3/2p2p1p/4r1pQ/8/7B/PPP2PPP/R3R1K1 w - - 0 19,g2g3
1k5r/ppq1n3/2p4p/4rppQ/8/6PB/PPP2P1P/R3R1K1 w - - 0 20,e1e5
1k5r/pp2n3/2p4p/4qppQ/8/6PB/PPP2P1P/R5K1 w - - 0 21,f2f4
1k5r/pp2n3/2p4p/5ppQ/3q1P2/6PB/PPP4P/R5K1 w - - 1 22,g1g2
1k5r/pp2n3/2p4p/5p1Q/3q1Pp1/6PB/PPP3KP/R7 w - - 0 23,h3g4
1k5r/pp2n3/2p4p/7Q/3q1Pp1/6P1/PPP3KP/R7 w - - 0 24,h5g4
1k5r/pp2n3/2p4p/8/4qPQ1/6P1/PPP3KP/R7 w - - 1 25,g2h3
1k5r/pp2n3/2p5/7p/4qPQ1/6PK/PPP4P/R7 w - - 0 26,g4d1
1k5r/pp2n3/2p5/8/4qP1p/6PK/PPP4P/R2Q4 w - - 0 27,d1d6
k6r/pp2n3/2pQ4/8/4qP1p/6PK/PPP4P/R7 w - - 2 28,d6f6
k6r/pp2n3/2p2Q2/8/4qP2/6pK/PPP4P/R7 w - - 0 29,f6h8
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d7d6
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,f8e7
rnbqk1nr/ppp1bppp/3p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,c8g4
rn1qk1nr/ppp1bppp/3p4/4p3/2BPP1b1/5N1P/PPP2PP1/RNBQK2R b KQkq - 0 5,g4f3
rn1qk1nr/ppp1bppp/3p4/4p3/2BPP3/5Q1P/PPP2PP1/RNB1K2R b KQkq - 0 6,g8f6
rn1qk2r/ppp1bppp/3p1n2/4p3/2BPP3/5Q1P/PPP2PP1/RNB2RK1 b kq - 2 7,e5d4
rn1qk2r/ppp1bppp/3p1n2/8/2BpP3/5Q1P/PPP2PP1/RNBR2K1 b kq - 1 8,b8c6
r2qk2r/ppp1bppp/2np1n2/8/1PBpP3/5Q1P/P1P2PP1/RNBR2K1 b kq - 0 9,c6e5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp2pppp/2p5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d2d3
rn1qkbnr/pp2pppp/2p5/3p4/4P1b1/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,h2h3
rn1qkbnr/pp2pppp/2p5/3p4/4P3/3P1b1P/PPP2PP1/RNBQKB1R w KQkq - 0 5,d1f3
rn1qkbnr/pp3ppp/2p1p3/3p4/4P3/3P1Q1P/PPP2PP1/RNB1KB1R w KQkq - 0 6,b1c3
rn1qk1nr/pp3ppp/2p1p3/3p4/1b2P3/2NP1Q1P/PPP2PP1/R1B1KB1R w KQkq - 2 7,c1d2
rn1qk1nr/pp3ppp/2p1p3/3p4/4P3/2bP1Q1P/PPPB1PP1/R3KB1R w KQkq - 0 8,d2c3
rn1qk1nr/pp4pp/2p1pp2/3p4/4P3/2BP1Q1P/PPP2PP1/R3KB1R w KQkq - 0 9,e4e5
r2qk1nr/pp1n2pp/2p1pp2/3pP3/8/2BP1Q1P/PPP2PP1/R3KB1R w KQkq - 1 10,e5f6
r2qk2r/pp1n2pp/2p1pn2/3p4/8/2BP1Q1P/PPP2PP1/R3KB1R w KQkq - 0 11,c3f6
r2qk2r/pp4pp/2p1pn2/3p4/8/3P1Q1P/PPP2PP1/R3KB1R w KQkq - 0 12,e1c1
r2q1rk1/pp4pp/2p1pn2/3p4/8/3P1Q1P/PPP2PP1/2KR1B1R w - - 2 13,f3e3
r2qr1k1/pp4pp/2p1pn2/3p4/8/3PQ2P/PPP2PP1/2KR1B1R w - - 4 14,c2c4
r2qr1k1/pp4pp/2p1pn2/8/2Pp4/3PQ2P/PP3PP1/2KR1B1R w - - 0 15,e3f4
r2qr1k1/pp4pp/2p2n2/4p3/2Pp1Q2/3P3P/PP3PP1/2KR1B1R w - - 0 16,f4g3
r2qr1k1/pp4pp/2p5/4p2n/2Pp4/3P2QP/PP3PP1/2KR1B1R w - - 2 17,g3f3
r3r1k1/pp4pp/2p5/4p1qn/2Pp4/3P1Q1P/PP3PP1/2KR1B1R w - - 4 18,c1b1
r4rk1/pp4pp/2p5/4p1qn/2Pp4/3P1Q1P/PP3PP1/1K1R1B1R w - - 6 19,f3e4
r5k1/pp4pp/2p5/4p1qn/2PpQr2/3P3P/PP3PP1/1K1R1B1R w - - 8 20,e4e2
5rk1/pp4pp/2p5/4p1qn/2Pp1r2/3P3P/PP2QPP1/1K1R1B1R w - - 10 21,f2f3
5rk1/pp4pp/2p5/4p1q1/2Pp1r2/3P1PnP/PP2Q1P1/1K1R1B1R w - - 1 22,e2c2
5rk1/pp4pp/2p5/4p1q1/2Pp1r2/3P1P1P/PPQ3P1/1K1R1B1n w - - 0 23,f1e2
5rk1/pp4pp/2p5/4p1q1/2Pp1r2/3P1PnP/PPQ1B1P1/1K1R4 w - - 2 24,d1e1
5rk1/pp4pp/8/2p1p1q1/2Pp1r2/3P1PnP/PPQ1B1P1/1K2R3 w - - 0 25,c2b3
5rk1/p5pp/1p6/2p1p1q1/2Pp1r2/1Q1P1PnP/PP2B1P1/1K2R3 w - - 0 26,b3b5
5rk1/p5pp/1p6/1Qp1pq2/2Pp1r2/3P1PnP/PP2B1P1/1K2R3 w - - 2 27,b5c6
5rk1/p5pp/1pQ5/2p1pq2/2Pp1r2/3P1P1P/PP2n1P1/1K2R3 w - - 0 28,e1e2
5rk1/p5pp/1pQ5/2p1p3/2Pp1r2/3q1P1P/PP2R1P1/1K6 w - - 0 29,b1c1
5rk1/p5pp/1pQ5/2p1p3/2Pp1r2/5P1P/PP2q1P1/2K5 w - - 0 30,c6d5
5r1k/p5pp/1p6/2pQp3/2Pp1r2/5P1P/PP2q1P1/2K5 w - - 2 31,g2g3
5r1k/p5pp/1p6/2pQp3/2Pp4/5rPP/PP2q3/2K5 w - - 0 32,d5d6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,d7d6
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,f7f6
rnbqkbnr/ppp3pp/3p1p2/4p3/2B1P3/5N1P/PPPP1PP1/RNBQK2R b KQkq - 1 4,c8d7
rn1qkbBr/pppb2pp/3p1p2/4p3/4P3/5N1P/PPPP1PP1/RNBQK2R b KQkq - 0 5,h8g8
rn1qkbr1/pppb2pp/3p1p2/4p3/4P3/2P2N1P/PP1P1PP1/RNBQK2R b KQq - 0 6,b8c6
r2qkbr1/pppb2pp/2np1p2/4p3/4P3/2P2N1P/PP1P1PP1/RNBQ1RK1 b q - 2 7,f6f5
r2qkbr1/pppb2pp/2np4/4pP2/8/2P2N1P/PP1P1PP1/RNBQ1RK1 b q - 0 8,d7f5
r2qkbr1/ppp3pp/2np4/4pb2/3P4/2P2N1P/PP3PP1/RNBQ1RK1 b q - 0 9,d8f6
r3kbr1/ppp3pp/2np1q2/4pb2/3P4/2P2N1P/PP3PP1/RNBQR1K1 b q - 2 10,e8c8
2kr1br1/ppp3pp/2np1q2/4Pb2/8/2P2N1P/PP3PP1/RNBQR1K1 b - - 0 11,d6e5
2kr1br1/ppp3pp/2n2q2/4pb2/Q7/2P2N1P/PP3PP1/RNB1R1K1 b - - 1 12,g7g5
2kr1br1/ppp4p/2n2q2/4pbp1/Q7/2P2N1P/PP3PP1/RNB1R2K b - - 1 13,g5g4
2kr1br1/ppp4p/2n2q2/4pbB1/Q5p1/2P2N1P/PP3PP1/RN2R2K b - - 1 14,f6e6
2kr1br1/ppp4p/2n1q3/4pbB1/Q5P1/2P2N2/PP3PP1/RN2R2K b - - 0 15,f5g4
2kr1br1/ppp4p/2n1q3/4N1B1/Q5b1/2P5/PP3PP1/RN2R2K b - - 0 16,c6e5
2kr1br1/Qpp4p/4q3/4n1B1/6b1/2P5/PP3PP1/RN2R2K b - - 0 17,c8d7
3r1br1/Qppk3p/4q3/4n1B1/6b1/2P2P2/PP4P1/RN2R2K b - - 0 18,g4f3
3r1br1/Qppk3p/4q3/4n1B1/8/2P2P2/PP6/RN2R2K b - - 0 19,e6h3
3r1br1/Qppk3p/8/4n1B1/8/2P2P1q/PP6/RN2R1K1 b - - 2 20,g8g5
3r1b2/Qppk3p/8/4n1r1/8/2P2P1q/PP3K2/RN2R3 b - - 1 21,e5d3
3r1b2/Qppk3p/8/6r1/8/2Pn1P1q/PP2K3/RN2R3 b - - 3 22,g5e5
3r1b2/Qppk3p/8/4r3/8/2PK1P1q/PP6/RN2R3 b - - 0 23,h3f3
3r1b2/Qppk3p/8/4r3/8/2P2q2/PPK5/RN2R3 b - - 1 24,e5e1
3r1b2/1ppk3p/8/8/Q7/2P2q2/PPK5/RN2r3 b - - 1 25,c7c6
3r1b2/1p1k3p/2p5/8/3Q4/2P2q2/PPK5/RN2r3 b - - 1 26,f8d6
3r4/1p1k2Qp/2pb4/8/8/2P2q2/PPK5/RN2r3 b - - 3 27,d7c8
2kr4/1p5p/2pb4/8/3Q4/2P2q2/PPK5/RN2r3 b - - 5 28,f3f5
2kr4/1p5p/2pb4/5q2/3Q4/1KP5/PP6/RN2r3 b - - 7 29,f5b5
2kr4/1p5p/2pb4/1q6/3Q4/2P5/PPK5/RN2r3 b - - 9 30,e1e2
2kr4/1p5p/2pb4/1q6/3Q4/2P5/PPKNr3/R7 b - - 11 31,b5f5
2kr4/1p5p/2pb4/5q2/3Q4/2P5/PP1Nr3/R2K4 b - - 13 32,e2d2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,f1c4
rnbqkbnr/pp2pppp/2p5/3p4/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,e4d5
rnbqkbnr/pp2pppp/8/3p4/2B5/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,c4b3
rnbqkbnr/1p2pppp/p7/3p4/8/1B6/PPPP1PPP/RNBQK1NR w KQkq - 0 5,d2d4
r1bqkbnr/1p2pppp/p1n5/3p4/3P4/1B6/PPP2PPP/RNBQK1NR w KQkq - 1 6,d1f3
r1bqkb1r/1p2pppp/p1n2n2/3p4/3P4/1B3Q2/PPP2PPP/RNB1K1NR w KQkq - 3 7,b1c3
r2qkb1r/1p2pppp/p1n2n2/3p4/3P2b1/1BN2Q2/PPP2PPP/R1B1K1NR w KQkq - 5 8,f3g3
r2qkb1r/1p3ppp/p1n1pn2/3p4/3P2b1/1BN3Q1/PPP2PPP/R1B1K1NR w KQkq - 0 9,f2f3
r2qk2r/1p3ppp/p1nbpn2/3p4/3P2b1/1BN2PQ1/PPP3PP/R1B1K1NR w KQkq - 1 10,g3f2
r2qk2r/1p3ppp/p1nbpn2/3p1b2/3P4/1BN2P2/PPP2QPP/R1B1K1NR w KQkq - 3 11,c1g5
r2qk2r/1p2bppp/p1n1pn2/3p1bB1/3P4/1BN2P2/PPP2QPP/R3K1NR w KQkq - 5 12,e1c1
r2qk2r/1p2bppp/p1n1p3/3p1bB1/3Pn3/1BN2P2/PPP2QPP/2KR2NR w kq - 7 13,c3e4
r2qk2r/1p3ppp/p1n1p3/3p1bb1/3PN3/1B3P2/PPP2QPP/2KR2NR w kq - 0 14,e4g5
r3k2r/1p3ppp/p1n1p3/3p1bq1/3P4/1B3P2/PPP2QPP/2KR2NR w kq - 0 15,f3f4
r3k2r/1p3ppp/p1n1p1q1/3p1b2/3P1P2/1B6/PPP2QPP/2KR2NR w kq - 1 16,g1f3
r3k2r/1p3ppp/p1n1p1q1/3p4/3P1Pb1/1B3N2/PPP2QPP/2KR3R w kq - 3 17,b3a4
r3k2r/5ppp/p1n1p1q1/1p1p4/B2P1Pb1/5N2/PPP2QPP/2KR3R w kq - 0 18,a4b3
r3k2r/5ppp/p1n1pq2/1p1p4/3P1Pb1/1B3N2/PPP2QPP/2KR3R w kq - 2 19,f3e5
r3k2r/5ppp/p1n1pq2/1p1pN3/3P1P2/1B6/PPP2QPP/2Kb3R w kq - 0 20,h1d1
r3k2r/5ppp/p3pq2/1p1pn3/3P1P2/1B6/PPP2QPP/2KR4 w kq - 0 21,d4e5
r3k2r/4qppp/p3p3/1p1pP3/5P2/1B6/PPP2QPP/2KR4 w kq - 1 22,a2a4
r4rk1/4qppp/p3p3/1p1pP3/P4P2/1B6/1PP2QPP/2KR4 w - - 1 23,c2c3
r4rk1/2q2ppp/p3p3/1p1pP3/P4P2/1BP5/1P3QPP/2KR4 w - - 1 24,b3a2
r4rk1/2q2ppp/p3p3/3pP3/Pp3P2/2P5/BP3QPP/2KR4 w - - 0 25,a2b1
r4rk1/2q2ppp/p3p3/3pP3/P4P2/2p5/1P3QPP/1BKR4 w - - 0 26,b2c3
r4rk1/5ppp/p3p3/3pP3/P4P2/2q5/5QPP/1BKR4 w - - 0 27,b1c2
r4rk1/5ppp/p3p3/3pP3/P4P2/q7/2B2QPP/2KR4 w - - 2 28,c1d2
r4rk1/5ppp/p3p3/3pP3/Pq3P2/8/2BK1QPP/3R4 w - - 4 29,d2c1
r4rk1/5ppp/p3p3/3pP3/P4P2/q7/2B2QPP/2KR4 w - - 6 30,c1d2
2r2rk1/5ppp/p3p3/3pP3/P4P2/q7/2BK1QPP/3R4 w - - 8 31,d2e1
2r2rk1/5ppp/p3p3/3pP3/Pq3P2/8/2B2QPP/3RK3 w - - 10 32,e1f1
5rk1/5ppp/p3p3/3pP3/Pqr2P2/8/2B2QPP/3R1K2 w - - 12 33,f2h4
5rk1/5ppp/p3p3/3pP3/Pq3r1Q/8/2B3PP/3R1K2 w - - 0 34,f1g1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,g1f3
r1bqkbnr/ppppp1pp/2n5/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,e4f5
r1bqkb1r/ppppp1pp/2n2n2/5P2/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 4,f1d3
r1bqkb1r/ppp1p1pp/2n2n2/3p1P2/8/3B1N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,b1c3
r1bqkb1r/ppp1p1pp/2n2n2/5P2/3p4/2NB1N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,c3e4
r2qkb1r/ppp1p1pp/2n2n2/5b2/3pN3/3B1N2/PPPP1PPP/R1BQK2R w KQkq - 0 7,e4f6
r2qkb1r/ppp3pp/2n2p2/5b2/3p4/3B1N2/PPPP1PPP/R1BQK2R w KQkq - 0 8,d3f5
r2qk2r/ppp3pp/2n2p2/5B2/1b1p4/5N2/PPPP1PPP/R1BQK2R w KQkq - 1 9,c2c3
r3k2r/ppp1q1pp/2n2p2/5B2/1b1p4/2P2N2/PP1P1PPP/R1BQK2R w KQkq - 1 10,e1f1
r3k2r/ppp1q1pp/2n2p2/5B2/1b6/2p2N2/PP1P1PPP/R1BQ1K1R w kq - 0 11,d2c3
r3k2r/ppp1q1pp/2nb1p2/5B2/8/2P2N2/PP3PPP/R1BQ1K1R w kq - 1 12,d1e1
r3k2r/ppp1q1pp/2n2p2/4bB2/8/2P2N2/PP3PPP/R1B1QK1R w kq - 3 13,f3e5
r3k2r/ppp1q1pp/5p2/4nB2/8/2P5/PP3PPP/R1B1QK1R w kq - 0 14,c1f4
r4rk1/ppp1q1pp/5p2/4nB2/5B2/2P5/PP3PPP/R3QK1R w - - 2 15,e1e4
r4rk1/ppp1q2p/5pp1/4nB2/4QB2/2P5/PP3PPP/R4K1R w - - 0 16,e4d5
r4r2/ppp1q1kp/5pp1/3QnB2/5B2/2P5/PP3PPP/R4K1R w - - 2 17,f5c2
3r1r2/ppp1q1kp/5pp1/3Qn3/5B2/2P5/PPB2PPP/R4K1R w - - 4 18,d5b7
3r1r2/pQp1q1kp/5pp1/8/2n2B2/2P5/PPB2PPP/R4K1R w - - 1 19,a1e1
3r1r2/pQpq2kp/5pp1/8/2n2B2/2P5/PPB2PPP/4RK1R w - - 3 20,g2g3
3r1r2/pQp3kp/5pp1/8/2n2B2/2P3Pq/PPB2P1P/4RK1R w - - 1 21,f1g1
3r1r2/pQp3k1/5pp1/7p/2n2B2/2P3Pq/PPB2P1P/4R1KR w - - 0 22,b7c7
3r1rk1/p1Q5/5pp1/7p/2n2B2/2P3Pq/PPB2P1P/4R1KR w - - 1 23,f4h6
3r1rk1/p1Qq4/5ppB/7p/2n5/2P3P1/PPB2P1P/4R1KR w - - 3 24,c7c4
3r2k1/p2q1r2/5ppB/7p/2Q5/2P3P1/PPB2P1P/4R1KR w - - 1 25,c2g6
4r1k1/p2q1r2/5pBB/7p/2Q5/2P3P1/PP3P1P/4R1KR w - - 1 26,e1e8
4q1k1/p4r2/5pBB/7p/2Q5/2P3P1/PP3P1P/6KR w - - 0 27,g6f7
6k1/p4q2/5p1B/7p/2Q5/2P3P1/PP3P1P/6KR w - - 0 28,c4f7
8/p4k2/5p1B/7p/8/2P3P1/PP3P1P/6KR w - - 0 29,h6e3
8/p7/5pk1/7p/8/2P1B1P1/PP3P1P/6KR w - - 2 30,e3a7
8/B7/6k1/5p1p/8/2P3P1/PP3P1P/6KR w - - 0 31,g1g2
8/B7/8/5pkp/8/2P3P1/PP3PKP/7R w - - 2 32,a7e3
8/8/5k2/5p1p/8/2P1B1P1/PP3PKP/7R w - - 4 33,f2f4
8/8/6k1/5p1p/5P2/2P1B1P1/PP4KP/7R w - - 1 34,h1d1
8/8/6k1/5p2/5P1p/2P1B1P1/PP4KP/3R4 w - - 0 35,g3h4
8/8/8/5p1k/5P1P/2P1B3/PP4KP/3R4 w - - 1 36,g2h3
8/8/6k1/5p2/5P1P/2P1B2K/PP5P/3R4 w - - 3 37,b2b4
8/8/5k2/5p2/1P3P1P/2P1B2K/P6P/3R4 w - - 1 38,b4b5
8/8/6k1/1P3p2/5P1P/2P1B2K/P6P/3R4 w - - 1 39,b5b6
8/8/1P3k2/5p2/5P1P/2P1B2K/P6P/3R4 w - - 1 40,b6b7
8/1P6/4k3/5p2/5P1P/2P1B2K/P6P/3R4 w - - 1 41,b7b8q
1Q6/5k2/8/5p2/5P1P/2P1B2K/P6P/3R4 w - - 1 42,b8b7
8/1Q6/4k3/5p2/5P1P/2P1B2K/P6P/3R4 w - - 3 43,b7b6
8/5k2/1Q6/5p2/5P1P/2P1B2K/P6P/3R4 w - - 5 44,d1d7
4k3/3R4/1Q6/5p2/5P1P/2P1B2K/P6P/8 w - - 7 45,d7h7
5k2/7R/1Q6/5p2/5P1P/2P1B2K/P6P/8 w - - 9 46,b6b8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkbnr/ppp2ppp/8/3pp3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,e4d5
rnbqk1nr/ppp2ppp/8/3Pp3/1b6/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,f1c4
rnb1k1nr/ppp2ppp/8/3Pp3/1bB4q/2N5/PPPP1PPP/R1BQK1NR w KQkq - 3 5,g1f3
rnb1k1nr/ppp2ppp/8/3Pp3/1bq5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,f3e5
rnb1k1nr/ppp2ppp/8/3PN3/1b5q/2N5/PPPP1PPP/R1BQK2R w KQkq - 1 7,e1g1
rnb1k1nr/ppp2ppp/8/3PN1q1/1b6/2N5/PPPP1PPP/R1BQ1RK1 w kq - 3 8,d2d4
rnb1k1nr/ppp2ppp/5q2/3PN3/1b1P4/2N5/PPP2PPP/R1BQ1RK1 w kq - 1 9,f1e1
rnb1k2r/ppp1nppp/5q2/3PN3/1b1P4/2N5/PPP2PPP/R1BQR1K1 w kq - 3 10,e5g4
rnb1k2r/ppp1nppp/6q1/3P4/1b1P2N1/2N5/PPP2PPP/R1BQR1K1 w kq - 5 11,c1d2
rn2k2r/ppp1nppp/6q1/3P4/1b1P2b1/2N5/PPPB1PPP/R2QR1K1 w kq - 0 12,f2f3
rn2k2r/ppp1nppp/6q1/3P4/1b1P4/2N2P1b/PPPB2PP/R2QR1K1 w kq - 1 13,g2g3
r3k2r/pppnnppp/6q1/3P4/1b1P4/2N2PPb/PPPB3P/R2QR1K1 w kq - 1 14,a2a3
r3k2r/pppnnppp/3b2q1/3P4/3P4/P1N2PPb/1PPB3P/R2QR1K1 w kq - 1 15,c3b5
2kr3r/pppnnppp/3b2q1/1N1P4/3P4/P4PPb/1PPB3P/R2QR1K1 w - - 3 16,b5d6
2kr3r/pp1nnppp/3p2q1/3P4/3P4/P4PPb/1PPB3P/R2QR1K1 w - - 0 17,d2a5
2kr3r/p2nnppp/1p1p2q1/B2P4/3P4/P4PPb/1PP4P/R2QR1K1 w - - 0 18,a5b4
2kr3r/p3nppp/1p1p1nq1/3P4/1B1P4/P4PPb/1PP4P/R2QR1K1 w - - 2 19,d1d2
2kr3r/p3nppp/1p1p2q1/3n4/1B1P4/P4PPb/1PPQ3P/R3R1K1 w - - 0 20,g3g4
2krr3/p3nppp/1p1p2q1/3n4/1B1P2P1/P4P1b/1PPQ3P/R3R1K1 w - - 1 21,c2c4
2krr3/p3nppp/1p1p2q1/8/1BPP1nP1/P4P1b/1P1Q3P/R3R1K1 w - - 1 22,d2f4
2krr3/p3nppp/1p1p4/8/1BPP1QP1/P4P1b/1Pq4P/R3R1K1 w - - 1 23,f4g3
2krr3/p3nppp/1p1p4/8/1BPP2P1/P4PQb/1q5P/R3R1K1 w - - 0 24,g3h3
2krr3/p4ppp/1p1p2n1/8/1BPP2P1/P4P1Q/1q5P/R3R1K1 w - - 1 25,g4g5
3rr3/p1k2ppp/1p1p2n1/6P1/1BPP4/P4P1Q/1q5P/R3R1K1 w - - 1 26,e1e8
3rR3/p1k2ppp/1p1p2n1/6P1/1BPP4/P4P1Q/7P/q5K1 w - - 0 27,g1g2
3rR3/p1k2ppp/1p1p4/6P1/1BPP1n2/P4P1Q/6KP/q7 w - - 2 28,g2g3
3rR3/p1k2ppp/1p1p4/6P1/1BPP4/P4PKn/7P/q7 w - - 0 29,g3h3
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,b8c6
r1bqkbnr/pppppppp/2n5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,e7e5
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,e5d4
